logger_for_algo_1_1 - DEBUG - Started cross validation for 1'st type algorithm
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 1 in log space is :-1519.5192067904393
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 1 in regular space is :0.0
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 2 in log space is :-1648.472744738256
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 2 in regular space is :0.0
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 3 in log space is :-1485.6152916109725
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 3 in regular space is :0.0
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 4 in log space is :-1525.9459866803713
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 4 in regular space is :0.0
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 5 in log space is :-1397.623839878121
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 5 in regular space is :0.0
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 6 in log space is :-1094.42105172131
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 6 in regular space is :0.0
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 7 in log space is :-1166.8176930142863
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 7 in regular space is :0.0
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 8 in log space is :-1546.9873181453872
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 8 in regular space is :0.0
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 9 in log space is :-910.6073037471969
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 9 in regular space is :0.0
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 10 in log space is :-796.6404305812621
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 10 in regular space is :0.0
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 11 in log space is :-1091.0283288563726
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 11 in regular space is :0.0
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 12 in log space is :-853.3031850795923
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 12 in regular space is :0.0
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 13 in log space is :-456.4412841349979
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 13 in regular space is :5.889372001356702e-199
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 14 in log space is :-577.6104032893379
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 14 in regular space is :1.4027786956749894e-251
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 15 in log space is :-591.452290483088
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 15 in regular space is :1.3662618261379146e-257
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 16 in log space is :-577.4910047611295
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 16 in regular space is :1.5806775439050736e-251
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 17 in log space is :-778.8319543383235
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 17 in regular space is :0.0
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 18 in log space is :-792.3723425644494
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 18 in regular space is :0.0
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 19 in log space is :-280.8035852432521
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 19 in regular space is :1.1182848213829807e-122
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 20 in log space is :-329.3122288161154
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 20 in regular space is :9.583324674334825e-144
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 21 in log space is :-311.8291299156752
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 21 in regular space is :3.7525767281126645e-136
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 22 in log space is :-140.8057298385368
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 22 in regular space is :7.060712217579645e-62
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: X in log space is :-1817.476973040003
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: X in regular space is :0.0
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: Y in log space is :0
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: Y in regular space is :1.0
logger_for_algo_1_1 - DEBUG - person_cross_validation_result for person: 45 in log space is: -21691.409307268474
logger_for_algo_1_1 - DEBUG - person_cross_validation_result for person: 45 in regular space is: 0.0
logger_for_algo_1_1 - DEBUG - Execution time for person 45 is: 433.19779682159424 Seconds, 7.219963280359904 Minutes.
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 1 in log space is :-679.3048733154073
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 1 in regular space is :9.586100750278395e-296
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 2 in log space is :-561.8236740443447
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 2 in regular space is :1.0071138301264422e-244
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 3 in log space is :-518.9427918318695
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 3 in regular space is :4.226774551359537e-226
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 4 in log space is :-540.5977383972428
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 4 in regular space is :1.6648890030210035e-235
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 5 in log space is :-490.4139610642292
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 5 in regular space is :1.0373441484760804e-213
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 6 in log space is :-473.5446726261513
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 6 in regular space is :2.1986785715837887e-206
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 7 in log space is :-435.965435453056
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 7 in regular space is :4.598509438210558e-190
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 8 in log space is :-369.1577959027579
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 8 in regular space is :4.751232553261999e-161
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 9 in log space is :-282.59333278959275
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 9 in regular space is :1.8675616484064586e-123
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 10 in log space is :-286.2522185531964
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 10 in regular space is :4.811063064646532e-125
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 11 in log space is :-349.2270384334332
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 11 in regular space is :2.150920094794247e-152
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 12 in log space is :-271.14870712040926
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 12 in regular space is :1.744266028075719e-118
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 13 in log space is :-235.90487925038252
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 13 in regular space is :3.53030873691861e-103
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 14 in log space is :-219.22475342262476
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 14 in regular space is :6.1929745025283174e-96
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 15 in log space is :-213.24414806911022
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 15 in regular space is :2.4504350478307704e-93
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 16 in log space is :-140.74901600842688
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 16 in regular space is :7.472725239698793e-62
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 17 in log space is :-153.66403649986543
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 17 in regular space is :1.8388947848335905e-67
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 18 in log space is :-217.62889142849028
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 18 in regular space is :3.05473365630512e-95
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 19 in log space is :-111.73969999095918
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 19 in regular space is :2.965274373926794e-49
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 20 in log space is :-144.3882976836988
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 20 in regular space is :1.9631752244772628e-63
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 21 in log space is :-54.1056368758214
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 21 in regular space is :3.178487186352412e-24
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 22 in log space is :-118.81271910353917
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 22 in regular space is :2.513574219725576e-52
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: X in log space is :-483.0133700801135
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: X in regular space is :1.698082118533984e-210
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: Y in log space is :0
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: Y in regular space is :1.0
logger_for_algo_1_1 - DEBUG - person_cross_validation_result for person: 46 in log space is: -7351.447687944723
logger_for_algo_1_1 - DEBUG - person_cross_validation_result for person: 46 in regular space is: 0.0
logger_for_algo_1_1 - DEBUG - Execution time for person 46 is: 87.98493838310242 Seconds, 1.4664156397183736 Minutes.
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 1 in log space is :-347.6947852666541
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 1 in regular space is :9.955736009561891e-152
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 2 in log space is :-359.0715623818048
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 2 in regular space is :1.1407798702920547e-156
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 3 in log space is :-394.7463256685217
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 3 in regular space is :3.663101989074145e-172
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 4 in log space is :-469.24923021498046
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 4 in regular space is :1.6130531599714507e-204
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 5 in log space is :-363.2962741308386
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 5 in regular space is :1.6689097388166194e-158
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 6 in log space is :-331.458950137487
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 6 in regular space is :1.1199715169125668e-144
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 7 in log space is :-291.79652282089177
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 7 in regular space is :1.8809632061812028e-127
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 8 in log space is :-313.7529225490999
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 8 in regular space is :5.480712940254258e-137
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 9 in log space is :-258.41003718120623
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 9 in regular space is :5.942193415726231e-113
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 10 in log space is :-247.8344533938991
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 10 in regular space is :2.3273648210702206e-108
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 11 in log space is :-231.68854537731949
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 11 in regular space is :2.3930028863256123e-101
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 12 in log space is :-279.6704457750391
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 12 in regular space is :3.472711046170181e-122
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 13 in log space is :-224.37754597431095
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 13 in regular space is :3.5815409440607996e-98
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 14 in log space is :-151.97578500766173
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 14 in regular space is :9.94844465567516e-67
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 15 in log space is :-156.21517028527603
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 15 in regular space is :1.4342126724359828e-68
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 16 in log space is :-147.49309704919682
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 16 in regular space is :8.801604156795046e-65
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 17 in log space is :-137.22412866619604
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 17 in regular space is :2.536986383525132e-60
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 18 in log space is :-148.05192928724836
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 18 in regular space is :5.033430488737271e-65
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 19 in log space is :-72.16550056303575
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 19 in regular space is :4.559543061863665e-32
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 20 in log space is :-88.58443566299536
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 20 in regular space is :3.374958283394576e-39
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 21 in log space is :-87.15647040422364
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 21 in regular space is :1.4074268801889882e-38
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 22 in log space is :-51.786875139313445
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 22 in regular space is :3.230322571383677e-23
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: X in log space is :-424.84923973761124
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: X in regular space is :3.0925700180934975e-185
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: Y in log space is :0
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: Y in regular space is :1.0
logger_for_algo_1_1 - DEBUG - person_cross_validation_result for person: 47 in log space is: -5578.550232674812
logger_for_algo_1_1 - DEBUG - person_cross_validation_result for person: 47 in regular space is: 0.0
logger_for_algo_1_1 - DEBUG - Execution time for person 47 is: 170.35139536857605 Seconds, 2.839189922809601 Minutes.
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 1 in log space is :-1428.7383316452908
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 1 in regular space is :0.0
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 2 in log space is :-1499.983046829304
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 2 in regular space is :0.0
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 3 in log space is :-1296.9638289446707
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 3 in regular space is :0.0
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 4 in log space is :-1364.6231937401585
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 4 in regular space is :0.0
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 5 in log space is :-1212.5146594362175
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 5 in regular space is :0.0
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 6 in log space is :-839.064072249193
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 6 in regular space is :0.0
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 7 in log space is :-1051.0369283491311
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 7 in regular space is :0.0
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 8 in log space is :-1468.5234405497754
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 8 in regular space is :0.0
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 9 in log space is :-498.7185815499251
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 9 in regular space is :2.5660907445748617e-217
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 10 in log space is :-789.0352841687462
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 10 in regular space is :0.0
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 11 in log space is :-1211.4371285916493
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 11 in regular space is :0.0
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 12 in log space is :-772.7548750655062
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 12 in regular space is :0.0
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 13 in log space is :-624.2338252971249
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 13 in regular space is :7.919436048198577e-272
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 14 in log space is :-431.4311265532025
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 14 in regular space is :4.2839305016284205e-188
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 15 in log space is :-529.2270107931631
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 15 in regular space is :1.4442073082950298e-230
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 16 in log space is :-574.9838262438748
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 16 in regular space is :1.939532577548428e-250
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 17 in log space is :-624.9318962633737
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 17 in regular space is :3.940269141517885e-272
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 18 in log space is :-339.59353232718325
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 18 in regular space is :3.283997518430985e-148
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 19 in log space is :-336.47789018850943
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 19 in regular space is :7.404726271055697e-147
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 20 in log space is :-479.3713546953691
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 20 in regular space is :6.481355952392169e-209
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 21 in log space is :-307.8140116346533
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 21 in regular space is :2.0800477008449982e-134
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 22 in log space is :-149.79804677147052
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 22 in regular space is :8.780816213473906e-66
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: X in log space is :-2275.002333950148
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: X in regular space is :0.0
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: Y in log space is :0
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: Y in regular space is :1.0
logger_for_algo_1_1 - DEBUG - person_cross_validation_result for person: 48 in log space is: -20106.258225837646
logger_for_algo_1_1 - DEBUG - person_cross_validation_result for person: 48 in regular space is: 0.0
logger_for_algo_1_1 - DEBUG - Execution time for person 48 is: 587.9601435661316 Seconds, 9.799335726102193 Minutes.
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 1 in log space is :-542.8994314214533
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 1 in regular space is :1.6663748611739328e-236
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 2 in log space is :-720.1312246274148
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 2 in regular space is :1.78230858123e-313
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 3 in log space is :-721.491669788466
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 3 in regular space is :4.572451122e-314
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 4 in log space is :-581.3582068870662
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 4 in regular space is :3.3062732225297895e-253
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 5 in log space is :-581.7783124696153
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 5 in regular space is :2.172146953382842e-253
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 6 in log space is :-559.4615708993662
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 6 in regular space is :1.0688750050161805e-243
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 7 in log space is :-593.6552776972569
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 7 in regular space is :1.5093457747801977e-258
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 8 in log space is :-780.5278660355903
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 8 in regular space is :0.0
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 9 in log space is :-436.1670183692242
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 9 in regular space is :3.7589862235249725e-190
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 10 in log space is :-375.2609472706484
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 10 in regular space is :1.0622856787811255e-163
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 11 in log space is :-368.5931094929709
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 11 in regular space is :8.356924520344525e-161
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 12 in log space is :-311.5389270273438
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 12 in regular space is :5.01606428805525e-136
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 13 in log space is :-365.33323901909006
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 13 in regular space is :2.1766582045496588e-159
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 14 in log space is :-373.8467480671534
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 14 in regular space is :4.369384230716198e-163
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 15 in log space is :-223.43420791905672
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 15 in regular space is :9.199334958841938e-98
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 16 in log space is :-293.15291826363034
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 16 in regular space is :4.845127881900514e-128
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 17 in log space is :-229.34699679798337
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 17 in regular space is :2.488082917823818e-100
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 18 in log space is :-249.32779646777132
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 18 in regular space is :5.227737941659023e-109
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 19 in log space is :-117.6072512354717
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 19 in regular space is :8.391116613312625e-52
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 20 in log space is :-222.45791981863724
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 20 in regular space is :2.442041089673785e-97
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 21 in log space is :-80.08636617814958
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 21 in regular space is :1.6555148973103495e-35
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 22 in log space is :-110.46495120905054
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 22 in regular space is :1.0609166034064836e-48
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: X in log space is :-769.4092512035738
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: X in regular space is :0.0
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: Y in log space is :0
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: Y in regular space is :1.0
logger_for_algo_1_1 - DEBUG - person_cross_validation_result for person: 49 in log space is: -9607.331208165982
logger_for_algo_1_1 - DEBUG - person_cross_validation_result for person: 49 in regular space is: 0.0
logger_for_algo_1_1 - DEBUG - Execution time for person 49 is: 182.25128531455994 Seconds, 3.0375214219093323 Minutes.
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 1 in log space is :-1324.485798542808
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 1 in regular space is :0.0
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 2 in log space is :-1076.9650872556867
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 2 in regular space is :0.0
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 3 in log space is :-1209.0213286337919
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 3 in regular space is :0.0
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 4 in log space is :-1150.9059140566837
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 4 in regular space is :0.0
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 5 in log space is :-1367.3557285346335
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 5 in regular space is :0.0
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 6 in log space is :-876.9312867436604
logger_for_algo_1_1 - DEBUG - likelihood_for_ignored_chromosome: 6 in regular space is :0.0
